fit_mae,fit_accuracy,fit_rmse,impute_mae,impute_accuracy,impute_rmse,model,sparsity,seed
0.1861,0.8352,0.2687,,,,pca-logistic,0.0,0
0.1852,0.8377,0.2679,0.1941,0.8222,0.2804,pca-logistic,0.3,0
0.1847,0.8373,0.2673,0.1948,0.8225,0.2817,pca-logistic,0.3,1
0.184,0.8367,0.2668,0.1947,0.8235,0.2816,pca-logistic,0.3,2
0.1846,0.8379,0.2674,0.1935,0.8239,0.28,pca-logistic,0.3,3
0.1836,0.8396,0.2666,0.1961,0.8186,0.2842,pca-logistic,0.3,4
0.18,0.8456,0.2634,0.1996,0.8149,0.29,pca-logistic,0.6,0
0.1812,0.8406,0.2642,0.1982,0.8167,0.2882,pca-logistic,0.6,1
0.1783,0.8456,0.2613,0.1981,0.8161,0.2892,pca-logistic,0.6,2
0.1808,0.8455,0.2643,0.1984,0.8159,0.2881,pca-logistic,0.6,3
0.1786,0.8464,0.2615,0.1994,0.8136,0.2905,pca-logistic,0.6,4
0.1526,0.8845,0.2336,0.2276,0.7774,0.3351,pca-logistic,0.9,0
0.1537,0.8802,0.2342,0.2296,0.7735,0.337,pca-logistic,0.9,1
0.1552,0.8791,0.2357,0.2279,0.7782,0.3344,pca-logistic,0.9,2
0.1558,0.8763,0.2377,0.2257,0.7778,0.3321,pca-logistic,0.9,3
0.1527,0.8813,0.2339,0.2259,0.7777,0.3333,pca-logistic,0.9,4
