candidateId,x,y
9,0.015,0.358
16,-0.054,-0.081
25,0.015,0.052
30,0.609,-0.120
31,0.433,-0.015
33,0.069,0.070
41,0.189,0.230
42,0.133,0.034
44,-0.483,0.018
49,0.263,0.227
58,0.197,0.049
59,0.185,0.241
67,0.527,0.132
68,0.530,-0.136
74,-0.541,-0.066
76,0.281,-0.232
95,0.003,-0.007
104,-0.211,-0.120
106,0.489,-0.138
109,-0.193,0.179
111,0.275,0.354
114,0.218,0.211
117,0.059,-0.054
119,0.533,-0.043
120,-0.195,-0.087
122,-0.167,-0.100
123,0.488,-0.185
124,0.047,0.214
128,-0.350,-0.064
132,-0.223,-0.013
133,0.351,0.009
134,0.196,0.150
145,0.258,0.371
148,0.342,-0.124
160,0.086,-0.041
171,-0.412,0.009
172,-0.277,-0.164
174,-0.173,-0.115
179,0.070,0.065
182,0.467,-0.133
185,0.017,-0.002
187,-0.065,-0.086
188,0.079,0.069
189,0.083,0.071
195,0.350,-0.071
206,0.374,-0.073
211,0.133,0.074
214,0.376,0.037
216,0.114,-0.020
217,0.444,-0.020
221,0.450,-0.124
238,0.013,-0.042
252,-0.099,0.142
253,0.030,0.060
257,0.320,-0.140
264,0.030,-0.074
271,-0.164,-0.035
277,-0.151,0.000
285,-0.102,-0.135
292,-0.129,0.062
295,0.329,0.054
297,0.622,-0.133
299,0.485,-0.019
301,0.106,0.080
308,-0.310,-0.030
313,0.311,-0.034
325,0.053,0.056
331,0.224,0.306
336,0.054,0.059
339,-0.022,0.167
340,-0.011,0.199
341,-0.512,0.137
342,0.334,0.218
346,0.078,-0.074
357,0.273,0.291
368,-0.303,-0.126
374,-0.079,0.274
386,0.124,0.019
388,0.045,0.097
389,0.140,0.136
391,0.176,-0.051
392,0.655,-0.231
395,-0.173,-0.106
398,0.012,-0.045
404,0.554,-0.097
406,0.112,0.038
409,0.239,0.280
411,0.421,0.068
433,-0.276,-0.047
440,0.338,-0.015
449,0.086,0.138
450,0.323,-0.192
458,0.519,-0.085
466,-0.003,0.086
469,-0.228,-0.049
480,0.077,0.134
492,0.628,-0.100
506,0.031,-0.012
520,0.587,-0.170
521,0.012,-0.052
525,-0.140,0.109
535,0.399,0.003
536,0.415,0.030
539,0.020,-0.056
545,0.127,-0.199
557,-0.066,-0.027
558,0.431,-0.048
563,0.246,0.034
571,0.474,-0.090
572,0.461,-0.172
576,0.099,0.087
596,-0.368,-0.031
598,0.301,0.049
605,0.315,0.067
614,0.128,0.065
616,0.060,0.148
617,0.030,0.069
625,0.411,-0.008
628,0.111,0.113
636,0.103,0.291
637,0.036,0.047
639,0.283,-0.103
650,0.040,0.085
668,0.297,0.005
670,-0.207,-0.000
672,0.283,-0.095
674,0.481,-0.023
686,0.195,0.215
690,-0.391,0.029
699,0.010,0.241
701,-0.007,0.208
702,0.127,0.070
707,0.346,-0.293
712,0.104,0.068
715,-0.220,0.166
716,-0.326,-0.058
731,0.536,-0.100
734,0.230,-0.166
741,0.047,0.048
749,0.136,0.198
756,0.362,0.025
760,0.439,0.058
776,0.466,-0.147
780,-0.006,0.181
786,0.074,0.087
795,0.190,0.229
798,0.138,-0.089
806,0.353,-0.087
810,0.501,-0.030
813,0.543,-0.067
814,0.073,0.117
823,0.001,0.013
825,-0.081,-0.095
834,0.052,0.023
835,0.066,-0.036
838,-0.040,-0.035
841,0.309,0.010
846,-0.283,-0.038
847,0.081,0.203
848,0.582,-0.095
857,0.150,0.185
863,0.266,0.304
873,0.190,0.286
875,0.193,0.262
876,0.426,-0.201
880,0.060,-0.004
882,-0.078,-0.071
889,0.076,-0.004
900,0.042,0.099
905,-0.296,-0.072
911,0.113,0.154
912,-0.523,-0.047
914,-0.150,0.360
915,-0.135,-0.156
918,0.482,0.010
930,-0.109,0.169
939,0.405,0.111
950,0.311,0.095
957,-0.377,0.079
969,0.400,-0.333
981,0.319,0.339
983,-0.539,-0.089
990,0.083,0.105
991,0.109,0.257
1007,-0.216,-0.029
1012,-0.141,0.303
1018,0.314,-0.090
1020,-0.219,-0.071
1021,0.193,0.033
1026,0.266,0.080
1048,-0.231,-0.118
1067,0.515,-0.169
1071,-0.254,-0.219
1072,-0.089,0.013
1077,0.078,0.120
1094,-0.072,0.026
1098,0.175,0.099
1103,0.248,-0.057
1113,0.459,-0.174
1117,0.317,0.034
1138,0.530,-0.111
1145,0.658,0.073
1150,0.116,-0.045
1156,-0.272,0.019
1164,0.340,0.014
1172,0.413,-0.165
1174,0.133,0.314
1176,0.130,0.144
1178,-0.295,-0.113
1183,0.383,0.005
1196,0.366,0.018
1204,-0.271,0.055
1214,-0.174,-0.171
1231,-0.052,0.139
1232,0.159,-0.011
1240,0.509,-0.157
1242,0.216,0.108
1249,0.048,0.013
1251,0.087,0.093
1265,0.518,0.007
1266,0.608,-0.092
1268,0.178,-0.029
1273,0.131,-0.003
1282,0.327,0.226
1290,0.157,0.097
1293,0.279,0.058
1297,-0.121,0.355
1306,0.098,-0.078
1316,0.237,0.101
1328,-0.344,-0.045
1331,0.038,0.057
1334,0.654,-0.116
1349,-0.381,-0.026
1359,0.075,0.114
1368,0.239,0.273
1373,0.015,-0.040
1374,0.062,0.064
1382,0.159,0.031
1391,0.054,0.189
1395,0.524,-0.083
1396,-0.048,-0.137
1430,0.551,-0.111
1433,0.094,0.148
1442,0.227,0.238
1453,0.143,0.078
1456,0.553,-0.123
1458,-0.467,0.006
1464,-0.140,-0.068
1466,0.057,0.071
1471,0.532,-0.181
1480,0.526,-0.138
1497,-0.241,-0.003
1502,-0.482,-0.160
1505,0.186,0.085
1531,0.140,0.062
1533,-0.101,0.263
1538,0.345,0.269
1553,0.032,0.081
1561,-0.426,0.418
1564,-0.179,-0.233
