fit_mae,fit_accuracy,fit_rmse,impute_mae,impute_accuracy,impute_rmse,model,sparsity,seed
0.2138,0.832,0.2692,,,,wnominate,0.0,0
0.2135,0.8333,0.2681,0.2194,0.819,0.2771,wnominate,0.3,0
0.2114,0.8346,0.2675,0.2202,0.8157,0.2793,wnominate,0.3,1
0.2032,0.8446,0.2634,0.2182,0.8084,0.2839,wnominate,0.6,0
0.2069,0.8432,0.2641,0.2246,0.8078,0.2882,wnominate,0.6,1
0.3323,0.6565,0.3845,0.3345,0.6429,0.3872,wnominate,0.9,0
0.33,0.6593,0.3831,0.3344,0.6492,0.3876,wnominate,0.9,1
