candidateId,32214,32215,32216,32217,32218,32219,32220,32221,32222,32223,32224,32225,32226,32227,32228,32229,32230,32231,32232,32233,32234,32235,32236,32237,32238,32239,32240,32241,32242,32243,32244,32245,32246,32247,32248,32249,32250,32251,32252,32253,32254,32255,32256,32257,32258,32259,32260,32261,32262,32263,32264,32265,32266,32267,32268,32269,32270,32271,32272,32273,32274,32275,32276,32277,32278,32279,32280,32281,32282,32283,32284,32285,32286,32287,32288
9,1.0,0.25,1.0,1.0,0.0,0.25,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.75,0.25,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.25,0.75,0.25,0.0,0.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.0,0.75,1.0,0.25,0.0,0.0,0.17,1.0,0.17,0.0,0.33,0.17,0.17,0.25,1.0,0.0,0.75,0.25,0.5,0.5,0.25
16,0.25,0.75,0.75,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.25,0.75,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.75,0.25,0.25,0.75,1.0,0.75,1.0,0.0,1.0,0.25,0.25,1.0,0.75,1.0,0.0,0.0,0.25,0.75,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.75,1.0,0.17,0.83,0.17,1.0,0.5,0.33,0.83,0.5,0.75,0.75,0.5,0.25,0.75,0.75,0.0
25,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0.25,0.75,0.25,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,1.0,0.25,1.0,1.0,0.25,0.25,0.25,0.75,1.0,0.0,0.25,0.0,0.75,0.75,1.0,1.0,0.25,0.25,0.25,1.0,0.0,0.75,1.0,0.75,0.75,1.0,0.0,0.0,0.75,0.0,0.75,0.25,1.0,0.0,0.75,0.75,0.25,0.0,0.0,0.0,0.33,0.67,0.0,0.83,0.33,0.67,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5
30,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.75,0.0,0.25,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0
31,0.0,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.83,0.0,1.0,0.75,1.0,0.25,1.0,0.0,0.5,0.25,0.5
33,0.75,0.25,0.0,0.25,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.75,0.0,0.0,0.75,0.75,0.25,1.0,0.75,1.0,0.75,1.0,0.25,0.75,0.75,0.25,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.75,1.0,0.25,0.0,0.25,0.25,0.75,0.0,0.0,0.83,0.67,0.33,0.0,0.67,0.17,0.83,0.5,1.0,0.5,0.75,0.5,0.5,0.5,0.5
41,0.75,0.75,1.0,0.75,1.0,0.25,0.0,0.25,0.75,0.0,0.75,0.75,0.25,0.75,1.0,1.0,0.0,0.75,1.0,0.75,0.75,1.0,0.25,1.0,0.75,0.75,0.0,1.0,1.0,0.25,0.75,0.25,0.75,0.75,0.25,0.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.17,0.83,0.17,0.0,0.83,0.17,0.83,0.5,0.75,0.0,0.5,0.25,0.5,0.75,0.75
42,0.25,0.75,0.75,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.75,0.25,0.75,1.0,0.75,0.0,0.0,1.0,0.0,1.0,0.25,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.75,0.75,0.75,0.0,0.75,0.0,1.0,0.0,0.75,0.75,1.0,0.25,0.25,0.83,0.67,0.67,0.0,0.67,0.0,0.83,0.5,0.75,0.5,0.75,0.75,0.5,0.25,1.0
44,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.75,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.83,0.83,0.0,0.0,0.5,0.5,0.25,0.5,0.75,0.75,0.0
49,1.0,0.75,0.25,0.75,1.0,0.75,0.0,1.0,0.25,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.75,1.0,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.75,0.75,0.0,1.0,0.75,0.75,0.0,1.0,0.25,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.0,0.75,0.75,1.0,0.0,0.75,0.75,1.0,0.0,0.0,0.83,0.83,0.83,0.0,0.83,0.0,1.0,0.5,0.75,0.25,0.75,0.25,0.5,0.25,0.75
58,0.25,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,1.0,0.25,0.0,0.25,0.75,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.0,1.0,0.0,0.25,0.25,0.25,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.75,0.0,0.25,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.5,0.17,0.83,0.17,0.83,0.33,1.0,1.0,1.0,0.25,0.75,0.25,0.25,0.0,0.5
59,0.75,0.75,0.0,1.0,1.0,0.25,0.0,0.0,0.75,0.25,0.75,1.0,0.75,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,0.75,0.0,0.75,0.75,1.0,0.75,0.25,0.75,0.25,1.0,0.0,0.75,1.0,0.0,0.75,0.25,0.75,0.75,0.75,1.0,1.0,0.75,0.25,1.0,0.75,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.83,0.83,0.0,1.0,0.0,0.67,0.5,0.75,0.25,0.75,0.25,0.25,0.0,0.75
67,0.75,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.25,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.0,0.75,0.0,0.75,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,1.0,0.17,0.67,0.0,1.0,0.75,1.0,0.25,1.0,0.0,0.5,0.25,1.0
68,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.0,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.0,1.0,0.17,0.67,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0
74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.83,1.0,0.0,0.83,0.83,1.0,0.0,0.25,0.5,0.5,0.25,0.5,0.75,0.75,0.0
76,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.83,0.17,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75
95,1.0,0.75,0.75,0.25,0.75,0.75,0.25,1.0,1.0,0.75,0.75,0.25,0.25,0.25,0.75,0.25,0.75,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.75,0.25,1.0,0.75,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.25,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.67,0.33,0.5,0.5,0.83,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5
104,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.25,1.0,0.75,0.0,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.25,1.0,1.0,0.83,0.33,1.0,0.67,0.67,0.17,0.25,0.75,1.0,0.25,1.0,0.75,0.75,0.75
106,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.75,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.17,0.0,1.0,0.0,0.83,0.17,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.75
109,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,1.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,1.0,0.25,0.25,0.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.83,0.5,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
