fit_mae,fit_accuracy,fit_rmse,impute_mae,impute_accuracy,impute_rmse,model,sparsity,seed
0.1822,0.8353,0.2533,,,,ixplore,0.0,0
0.1807,0.8368,0.2518,0.1892,0.8227,0.2638,ixplore,0.3,0
0.1806,0.8374,0.2514,0.1897,0.8231,0.2649,ixplore,0.3,1
0.1799,0.8369,0.251,0.1899,0.8233,0.2655,ixplore,0.3,2
0.1805,0.8383,0.2516,0.1891,0.8249,0.2639,ixplore,0.3,3
0.1795,0.8386,0.2506,0.1907,0.8207,0.2667,ixplore,0.3,4
0.1752,0.845,0.246,0.1926,0.8148,0.2711,ixplore,0.6,0
0.1761,0.8407,0.2471,0.1919,0.8184,0.2699,ixplore,0.6,1
0.1736,0.8439,0.2443,0.1931,0.8156,0.2723,ixplore,0.6,2
0.1761,0.8459,0.2471,0.1925,0.8161,0.2703,ixplore,0.6,3
0.1742,0.8461,0.2444,0.1935,0.8155,0.2721,ixplore,0.6,4
0.14,0.8923,0.2049,0.2211,0.7702,0.3217,ixplore,0.9,0
0.1417,0.8863,0.2077,0.2235,0.7682,0.3239,ixplore,0.9,1
0.1421,0.8855,0.2082,0.2215,0.7712,0.3212,ixplore,0.9,2
0.1434,0.8826,0.2107,0.219,0.7734,0.3187,ixplore,0.9,3
0.1417,0.8871,0.2088,0.2225,0.7703,0.3232,ixplore,0.9,4
